Engg Per,Uni_Grade,Experinece,Interview_Score,No_Patents,Test_Marks,Qualification,Salary
70,2,5,7,1,35,Bachelor,652000
76,4,16,8,2,40,Bachelor,2584000
65,2,5,7,1,35,Ph.D,1366000
82,1,5,8,2,40,Bachelor,1327000
72,2,20,7,1,35,Bachelor,2211000
66,1,18,7,1,35,Bachelor,2010000
85,4,13,9,0,45,Ph.D,2691000
81,3,19,8,2,40,Ph.D,3081000
83,2,7,8,0,40,Ph.D,1758000
79,2,17,8,0,40,Ph.D,2884000
63,1,18,6,0,30,Master,1773000
50,2,19,5,0,25,Ph.D,2414000
65,3,9,7,2,35,Ph.D,2142000
63,4,0,6,1,30,Master,758000
60,3,18,6,0,30,Ph.D,2757000
78,3,15,8,1,40,Bachelor,1798000
59,1,20,6,1,30,Master,2151000
72,1,15,7,0,35,Master,2082000
58,4,8,6,1,30,Ph.D,2180000
60,1,10,6,0,30,Master,1616000
61,4,15,6,2,30,Master,2716000
83,3,4,8,1,40,Ph.D,1095000
62,3,19,6,0,30,Ph.D,2594000
56,3,20,6,0,30,Master,2324000
56,2,2,6,1,30,Bachelor,655000
59,3,18,6,1,30,Bachelor,2384000
76,4,1,8,0,40,Master,745000
65,2,5,7,2,35,Master,1248000
70,4,8,7,0,35,Ph.D,2070000
82,2,17,8,2,40,Master,2856000
63,3,1,6,0,30,Master,362000
81,1,5,8,2,40,Ph.D,1834000
65,1,14,7,0,35,Ph.D,1961000
80,1,3,8,0,40,Master,704000
60,2,2,6,2,30,Bachelor,974000
85,1,10,9,2,45,Bachelor,2202000
84,4,8,8,2,40,Bachelor,1532000
53,4,20,5,2,25,Master,3130000
77,4,20,8,0,40,Ph.D,3474000
55,3,20,6,0,30,Bachelor,2235000
70,3,5,7,0,35,Ph.D,1487000
67,2,16,7,1,35,Bachelor,1730000
73,1,7,7,2,35,Ph.D,1536000
76,1,5,8,2,40,Ph.D,1801000
61,4,7,6,0,30,Master,1225000
50,2,16,5,0,25,Bachelor,1934000
56,1,20,6,2,30,Bachelor,2628000
81,4,16,8,2,40,Bachelor,2764000
78,4,13,8,0,40,Master,1958000
53,2,11,5,2,25,Ph.D,2578000
78,4,12,8,2,40,Ph.D,3051000
73,3,19,7,2,35,Master,2969000
83,2,0,8,2,40,Master,1270000
84,4,2,8,2,40,Master,1447000
70,4,3,7,1,35,Bachelor,1276000
68,1,15,7,2,35,Bachelor,1936000
62,3,3,6,2,30,Bachelor,1167000
57,2,13,6,2,30,Master,2429000
70,3,20,7,0,35,Master,2405000
61,3,3,6,1,30,Bachelor,967000
83,1,13,8,0,40,Master,1949000
58,1,6,6,0,30,Master,1017000
84,2,6,8,2,40,Ph.D,2115000
71,1,15,7,1,35,Ph.D,2252000
53,3,6,5,2,25,Master,1598000
62,3,3,6,0,30,Ph.D,951000
62,2,0,6,2,30,Bachelor,541000
59,3,11,6,2,30,Bachelor,1519000
85,1,15,9,2,45,Master,2184000
56,3,8,6,1,30,Bachelor,1421000
76,1,2,8,2,40,Bachelor,1044000
68,2,7,7,1,35,Ph.D,1223000
59,3,1,6,2,30,Master,523000
64,2,5,6,1,30,Ph.D,1596000
60,2,7,6,2,30,Ph.D,2124000
60,2,20,6,1,30,Master,2166000
81,4,20,8,0,40,Ph.D,3533000
59,3,11,6,1,30,Master,1648000
82,4,3,8,1,40,Ph.D,1692000
84,2,8,8,0,40,Bachelor,1402000
63,2,7,6,1,30,Ph.D,1377000
59,3,19,6,0,30,Ph.D,2723000
57,4,8,6,2,30,,1942000
79,2,10,8,0,40,,2105000
76,,3,8,2,40,Bachelor,1367000
53,1,16,5,0,25,,2470000
53,1,17,5,2,25,Master,2318000
75,2,0,8,0,40,Bachelor,698000
77,2,7,8,0,40,Ph.D,1947000
63,3,4,6,0,30,Bachelor,579000
76,2,4,8,2,40,Master,940000
66,1,17,7,2,35,Ph.D,2887000
73,,16,7,0,35,Bachelor,2120000
75,1,19,8,2,40,Bachelor,2643000
80,,10,8,1,40,Master,2025000
51,,19,5,0,25,Ph.D,2776000
64,3,17,6,2,30,Ph.D,2950000
85,,1,9,0,45,Master,1093000
62,1,2,6,1,30,,741000
53,3,15,5,2,25,Bachelor,2453000
51,,4,5,1,25,Ph.D,1284000
80,1,7,8,0,40,Bachelor,1238000
84,4,10,8,1,40,,2210000
81,2,8,8,2,40,Bachelor,1361000
83,1,3,8,0,40,Ph.D,869000
55,3,1,6,1,30,Bachelor,144000
80,3,18,8,0,40,Master,2604000
61,1,9,6,2,30,Ph.D,2147000
85,3,11,9,2,45,Ph.D,2078000
54,2,5,5,2,25,Master,959000
700,4,18,7,1,35,Bachelor,2130000
67,1,8,7,0,35,,1452000
61,2,4,6,0,30,Bachelor,703000
56,3,1,6,2,30,Bachelor,813000
57,2,10,6,0,30,,2054000
70,3,5,7,1,35,Master,699000
69,4,15,7,1,35,Bachelor,2074000
76,4,2,8,0,40,Bachelor,800000
62,1,12,6,2,30,Bachelor,2118000
55,3,19,6,0,30,Ph.D,2963000
83,4,11,8,1,40,Bachelor,1540000
74,2,15,7,1,35,Ph.D,2308000
69,1,3,7,2,35,Ph.D,1474000
53,2,14,5,1,25,Bachelor,1500000
720,3,19,7,0,35,Bachelor,2633000
74,1,18,7,0,35,Master,1961000
62,4,3,6,0,30,Bachelor,707000
56,1,0,6,0,30,Bachelor,26000
81,1,20,8,0,40,Bachelor,2754000
66,4,6,7,0,35,Bachelor,1511000
62,2,10,6,1,30,Master,1747000
65,1,16,7,1,35,,2641000
69,2,9,7,1,35,Master,1657000
72,4,8,7,1,35,Bachelor,1733000
63,1,6,6,0,30,Ph.D,1174000
62,3,5,6,1,30,Bachelor,911000
69,4,20,7,0,35,,3431000
64,3,19,6,0,30,Ph.D,2871000
77,2,1,8,0,40,Master,240000
76,4,1,8,2,40,Ph.D,1711000
79,4,17,8,2,40,Master,2955000
77,1,6,8,2,40,Bachelor,1523000
61,1,7,6,1,30,Ph.D,1805000
55,3,13,6,0,30,Master,1380000
75,1,17,8,2,40,Master,2195000
75,1,2,8,0,40,Bachelor,842000
56,1,20,6,2,30,Ph.D,2902000
59,3,6,6,1,30,Master,1369000
73,1,8,7,1,35,Ph.D,1977000
74,1,4,7,1,35,Ph.D,1477000
56,1,3,6,2,30,Bachelor,692000
70,3,15,7,0,35,Ph.D,2713000
56,2,17,6,0,30,Bachelor,1771000
80,4,18,8,0,40,Master,2209000
59,1,11,6,2,30,Bachelor,1452000
51,1,18,5,1,25,Master,2317000
82,3,19,8,0,40,Master,2122000
56,2,20,6,2,30,Bachelor,3096000
60,1,0,6,1,30,Master,21000
62,1,15,6,2,30,Master,2328000
,3,18,7,0,35,Bachelor,2127000
61,2,3,6,2,30,Ph.D,1410000
61,1,20,6,1,30,Master,2641000
61,1,3,6,2,30,Ph.D,1378000
65,2,14,7,1,35,Ph.D,2567000
55,4,1,6,1,30,Master,1122000
81,1,6,8,1,40,Bachelor,1190000
71,4,14,7,1,35,Bachelor,2255000
55,1,20,6,1,30,Bachelor,2295000
,2,9,7,1,35,Ph.D,1634000
51,3,16,5,2,25,Master,2500000
64,1,16,6,2,30,Ph.D,2788000
,2,7,7,2,35,Master,1509000
65,3,1,7,0,35,Bachelor,659000
,4,18,7,1,35,Bachelor,2211000
70,4,10,7,0,35,Bachelor,1523000
74,2,0,7,0,35,Master,170000
70,1,12,7,0,35,Ph.D,2105000
75,3,0,8,0,40,Bachelor,260000
61,2,8,6,2,30,Bachelor,1429000
64,3,4,6,2,30,Bachelor,1060000
51,3,9,5,0,25,Ph.D,2059000
82,4,16,8,1,40,Ph.D,3109000
62,3,18,6,1,30,Ph.D,2791000
60,4,11,6,0,30,Bachelor,1685000
79,1,18,8,0,40,Ph.D,2315000
56,1,19,6,1,30,Bachelor,2550000
67,4,8,7,0,35,Bachelor,1430000
72,1,14,7,1,35,Ph.D,2155000
80,3,1,8,1,40,Bachelor,918000
85,1,1,9,2,45,Bachelor,945000
74,4,18,7,0,35,Master,2819000
58,1,4,6,0,30,Master,1101000
72,2,8,7,0,35,Master,1422000
58,2,12,6,2,30,Bachelor,1741000
61,1,15,6,2,30,Bachelor,2015000
68,3,15,7,2,35,Master,2444000
81,3,2,8,0,40,Ph.D,841000
54,3,3,5,2,25,Master,992000
76,2,5,8,0,40,Master,862000
55,3,5,6,1,30,Ph.D,1124000
74,2,3,7,0,35,Ph.D,764000
63,4,11,6,2,30,Bachelor,1891000
67,4,7,7,1,35,Bachelor,1209000
79,1,16,8,1,40,Ph.D,2337000
71,3,10,7,2,35,Master,2006000
56,2,2,6,0,30,Bachelor,564000
78,2,9,8,2,40,Ph.D,1885000
68,1,17,7,0,35,Master,1784000
54,4,0,5,1,25,Master,755000
79,4,7,8,1,40,Master,1462000
54,2,13,5,0,25,Ph.D,1801000
80,3,4,8,1,40,Bachelor,652000
55,4,17,6,2,30,Ph.D,3370000
74,2,3,7,2,35,Master,1284000
58,1,17,6,1,30,Master,2144000
75,2,3,8,0,40,Bachelor,835000
81,4,3,8,0,40,Ph.D,1661000
76,1,18,8,0,40,Master,1937000
50,3,11,5,2,25,Master,1546000
78,3,2,8,1,40,Master,773000
71,2,8,7,2,35,Bachelor,1951000
54,3,20,5,0,25,Ph.D,3162000
63,4,11,6,0,30,Ph.D,2169000
72,2,4,7,0,35,Ph.D,1456000
69,4,3,7,2,35,Bachelor,1330000
53,1,14,5,0,25,Bachelor,1847000
76,4,12,8,0,40,Ph.D,2417000
75,2,16,8,1,40,Master,1855000
84,2,10,8,2,40,Bachelor,1805000
83,2,19,8,2,40,Ph.D,3285000
69,2,13,7,1,35,Master,1843000
80,4,1,8,2,40,Ph.D,1948000
76,1,12,8,1,40,Bachelor,1408000
54,3,13,5,0,25,Bachelor,1896000
68,3,19,7,2,35,Bachelor,2547000
71,3,9,7,2,35,Bachelor,2060000
52,3,6,5,1,25,Master,1020000
58,3,17,6,1,30,Ph.D,2554000
84,4,12,8,0,40,Bachelor,1800000
57,1,12,6,0,30,Master,1686000
75,3,5,8,1,40,Bachelor,1111000
79,3,11,8,2,40,Master,1927000
50,1,7,5,2,25,Bachelor,1717000
55,2,8,6,2,30,Ph.D,2027000
85,2,11,9,1,45,Bachelor,1387000
77,1,16,8,2,40,Bachelor,2548000
66,3,18,7,0,35,Bachelor,2207000
59,1,4,6,2,30,Master,1202000
53,4,16,5,0,25,Master,2143000
74,2,2,7,2,35,Master,753000
61,2,8,6,0,30,Master,1371000
65,3,6,7,2,35,Ph.D,1930000
61,2,13,6,2,30,Ph.D,2401000
79,1,9,8,1,40,Ph.D,1825000
67,2,1,7,2,35,Ph.D,1604000
80,2,9,8,1,40,Ph.D,1916000
51,4,9,5,0,25,Ph.D,1808000
76,4,14,8,2,40,Ph.D,3250000
59,4,3,6,1,30,Ph.D,1299000
81,3,11,8,1,40,Master,2009000
71,2,8,7,1,35,Ph.D,1810000
67,1,18,7,1,35,Bachelor,2350000
75,2,20,8,1,40,Ph.D,3294000
53,4,19,5,2,25,Ph.D,3369000
77,3,2,8,2,40,Ph.D,1772000
69,4,10,7,0,35,Bachelor,1329000
74,2,10,7,0,35,Bachelor,1590000
84,2,3,8,0,40,Ph.D,1554000
62,4,15,6,1,30,Ph.D,2357000
56,4,7,6,1,30,Bachelor,1614000
63,3,9,6,1,30,Master,1486000
72,3,16,7,0,35,Master,2407000
64,3,16,6,1,30,Bachelor,2366000
57,1,9,6,0,30,Ph.D,1635000
58,3,13,6,1,30,Bachelor,1907000
63,2,11,6,0,30,Bachelor,1644000
66,1,4,7,0,35,Bachelor,1112000
640,1,11,6,2,30,Bachelor,1806000
74,1,20,7,2,35,Ph.D,3184000
54,3,7,5,0,25,Master,1122000
74,4,11,7,0,35,Ph.D,2030000
82,2,12,8,2,40,Master,1890000
85,3,11,9,2,45,Ph.D,2230000
52,1,13,5,0,25,Ph.D,1960000
85,4,2,9,2,45,Master,1237000
73,1,0,7,2,35,Master,762000
63,2,8,6,2,30,Master,1535000
54,1,7,5,0,25,Ph.D,1639000
85,1,16,9,1,45,Bachelor,1691000
81,2,11,8,1,40,Ph.D,1868000
51,4,14,5,0,25,Master,1972000
76,3,8,8,1,40,Master,1366000
60,2,20,6,2,30,Ph.D,3123000
80,2,2,8,0,40,Ph.D,958000
81,2,3,8,0,40,Master,1055000
84,3,9,8,2,40,Ph.D,2030000
71,3,11,7,0,35,Ph.D,2241000
69,4,18,7,1,35,Master,2439000
72,3,11,7,0,35,Bachelor,1221000
84,4,13,8,0,40,Ph.D,2361000
54,2,12,5,1,25,Bachelor,1427000
71,4,9,7,1,35,Master,1361000
58,2,5,6,2,30,Master,1074000
79,2,3,8,1,40,Ph.D,1330000
66,2,8,7,0,35,Master,929000
68,1,12,7,0,35,Ph.D,2101000
80,1,1,8,0,40,Master,885000
63,1,11,6,1,30,Bachelor,1335000
68,3,19,7,1,35,Master,2630000
65,4,15,7,2,35,Bachelor,2597000
53,3,3,5,0,25,Master,980000
51,3,12,5,2,25,Ph.D,2095000
55,2,6,6,1,30,Bachelor,1039000
76,2,4,8,2,40,Ph.D,1418000
69,1,7,7,0,35,Master,1463000
60,1,19,6,2,30,Master,2454000
55,3,5,6,0,30,Master,713000
72,3,8,7,0,35,Ph.D,2084000
69,3,2,7,0,35,Master,636000
70,4,20,7,2,35,Master,3138000
65,3,14,7,1,35,Master,1591000
73,2,19,7,0,35,Bachelor,2390000
85,3,11,9,2,45,Ph.D,2312000
80,4,6,8,0,40,Bachelor,1596000
68,2,14,7,1,35,Ph.D,1909000
79,4,9,8,0,40,Master,1714000
53,2,2,5,2,25,Master,1055000
81,4,16,8,1,40,Bachelor,2252000
52,4,17,5,2,25,Ph.D,3370000
69,2,5,7,0,35,Master,1155000
53,2,13,5,0,25,Bachelor,1744000
55,4,17,6,0,30,Bachelor,2594000
59,2,11,6,2,30,Master,1922000
79,2,12,8,0,40,Ph.D,2361000
61,1,16,6,1,30,Master,2360000
,1,8,6,2,30,Bachelor,1467000
68,2,12,7,1,35,Ph.D,2268000
64,4,8,6,2,30,Bachelor,1839000
79,1,3,8,0,40,Bachelor,487000
625,2,1,6,1,30,Bachelor,706000
50,1,6,5,0,25,Ph.D,904000
54,3,15,5,2,25,Ph.D,2301000
71,3,8,7,1,35,Master,1369000
50,2,1,5,1,25,Bachelor,113000
53,1,19,5,0,25,Bachelor,1865000
62,3,16,6,2,30,Master,2544000
81,3,9,8,0,40,Ph.D,2199000
52,1,14,5,1,25,Bachelor,1674000
,1,8,6,0,30,Master,1494000
82,1,10,8,2,40,Ph.D,2305000
83,2,15,8,1,40,Ph.D,2486000
71,1,10,7,0,35,Bachelor,1692000
84,4,14,8,1,40,Master,2038000
81,4,4,8,1,40,Ph.D,1382000
59,4,0,6,1,30,Ph.D,1278000
77,1,1,8,1,40,Master,712000
83,1,7,8,1,40,Master,1383000
68,4,7,7,2,35,Bachelor,1461000
57,2,16,6,1,30,Bachelor,2277000
63,1,5,6,1,30,Ph.D,1426000
51,3,15,5,2,25,Master,2543000
85,4,1,9,2,45,Ph.D,1628000
52,2,1,5,2,25,Bachelor,490000
57,1,11,6,1,30,Bachelor,1042000
59,1,5,6,0,30,Master,736000
74,1,10,7,2,35,Bachelor,1496000
50,3,3,5,0,25,Ph.D,694000
84,2,14,8,2,40,Ph.D,3084000
52,3,19,5,1,25,Ph.D,2846000
73,3,12,7,1,35,Ph.D,1811000
58,4,0,6,2,30,Ph.D,1405000
80,4,8,8,1,40,Master,1315000
,3,5,6,2,30,Bachelor,1297000
72,1,0,7,0,35,Ph.D,985000
,3,19,6,2,30,Master,2986000
52,1,15,5,2,25,Bachelor,2385000
85,1,18,9,2,45,Master,2396000
62,,8,6,1,30,Master,1617000
74,1,7,7,1,35,Bachelor,964000
64,4,9,6,0,30,Bachelor,1354000
65,3,16,7,0,35,Ph.D,2836000
54,4,16,5,0,25,Ph.D,2384000
60,4,0,6,0,30,Ph.D,1138000
62,4,18,6,0,30,Ph.D,3012000
85,4,15,9,2,45,Bachelor,3008000
83,4,16,8,0,40,Bachelor,2138000
78,3,18,8,2,40,Ph.D,3123000
82,1,7,8,2,40,Ph.D,2025000
63,4,14,6,0,30,Master,1928000
76,,13,8,0,40,Ph.D,1980000
77,3,14,8,1,40,Bachelor,1825000
50,,17,5,1,25,Bachelor,2061000
66,4,1,7,0,35,Master,763000
84,1,3,8,0,40,Bachelor,645000
81,,17,8,1,40,Master,2615000
67,1,4,7,0,35,Ph.D,1041000
74,2,3,7,0,35,Ph.D,813000
71,2,16,7,2,35,Master,2714000
83,2,7,8,2,40,Master,1350000
61,2,7,6,0,30,Ph.D,1441000
59,3,15,6,0,30,Ph.D,2601000
69,3,19,7,1,35,Bachelor,2345000
51,4,11,5,1,25,Master,1370000
58,2,9,6,1,30,Ph.D,2001000
59,3,15,6,0,30,Bachelor,2189000
54,1,20,5,1,25,Bachelor,2578000
63,1,7,6,1,30,Ph.D,1227000
70,1,19,7,1,35,Bachelor,2137000
59,4,3,6,2,30,Bachelor,1300000
74,3,11,7,1,35,Bachelor,1391000
67,4,18,7,2,35,Ph.D,3051000
63,3,6,6,2,30,Bachelor,1773000
74,1,10,7,0,35,Master,1631000
73,3,18,7,2,35,Ph.D,2698000
69,3,6,7,1,35,Master,1056000
71,1,9,7,1,35,Bachelor,1406000
76,1,15,8,2,40,Bachelor,2158000
73,2,11,7,2,35,Master,2315000
52,3,0,5,1,25,Bachelor,523000
66,2,19,7,0,35,Master,2534000
60,2,12,6,1,30,Master,1951000
85,2,13,9,0,45,Ph.D,2575000
66,1,1,7,2,35,Master,914000
78,2,11,8,0,40,Bachelor,1179000
55,1,19,6,2,30,Bachelor,2332000
77,3,8,8,1,40,Master,1262000
54,3,4,5,0,25,Bachelor,792000
57,2,11,6,0,30,Ph.D,2052000
76,4,11,8,1,40,Bachelor,1878000
52,1,13,5,1,25,Ph.D,2425000
56,3,14,6,2,30,Ph.D,2212000
84,4,3,8,1,40,Master,1014000
72,3,4,7,0,35,Ph.D,887000
71,2,20,7,1,35,Ph.D,2486000
67,4,20,7,0,35,Master,2515000
57,2,13,6,2,30,Master,1756000
71,2,0,7,1,35,Bachelor,280000
77,4,4,8,2,40,Bachelor,1870000
71,3,19,7,2,35,Ph.D,3218000
81,4,10,8,1,40,Bachelor,1364000
75,2,18,8,0,40,Master,2510000
76,4,2,8,1,40,Bachelor,1182000
67,1,14,7,0,35,Master,1487000
60,2,19,6,2,30,Master,2313000
65,2,19,7,1,35,Master,2399000
55,1,13,6,0,30,Bachelor,1258000
66,4,4,7,1,35,Bachelor,1135000
69,2,14,7,0,35,Bachelor,1731000
76,3,15,8,1,40,Bachelor,2360000
75,4,14,8,0,40,Bachelor,2125000
55,3,17,6,2,30,Bachelor,2113000
70,4,11,7,2,35,Ph.D,2282000
59,1,9,6,1,30,Ph.D,1326000
80,3,10,8,2,40,Master,2141000
80,2,2,8,1,40,Bachelor,556000
53,2,2,5,0,25,Ph.D,1241000
70,1,3,7,1,35,Bachelor,789000
69,2,11,7,1,35,Master,1481000
50,2,15,5,0,25,Bachelor,1463000
68,2,10,7,1,35,Ph.D,2075000
74,1,4,7,1,35,Bachelor,639000
69,3,2,7,2,35,Ph.D,1801000
63,2,0,6,0,30,Bachelor,710000
58,4,7,6,0,30,Ph.D,1374000
75,3,0,8,1,40,Bachelor,485000
53,4,0,5,2,25,Master,1325000
54,4,19,5,1,25,Bachelor,2694000
67,3,6,7,0,35,Bachelor,1065000
51,3,15,5,2,25,Ph.D,3026000
84,4,15,8,1,40,Master,2038000
57,1,15,6,0,30,Ph.D,2312000
71,1,3,7,2,35,Bachelor,1246000
71,3,11,7,0,35,Ph.D,1624000
71,3,15,7,2,35,Ph.D,2813000
78,4,7,8,1,40,Master,1378000
53,4,4,5,0,25,Ph.D,1489000
66,4,2,7,0,35,Master,870000
84,2,3,8,1,40,Ph.D,1117000
75,4,1,8,0,40,Ph.D,1041000
58,2,17,6,1,30,Bachelor,2105000
59,2,8,6,0,30,Ph.D,1261000
73,3,12,7,1,35,Ph.D,1805000
79,1,1,8,2,40,Bachelor,796000
71,2,9,7,1,35,Master,1366000
62,2,10,6,0,30,Ph.D,1841000
72,1,4,7,1,35,Ph.D,1247000
57,3,3,6,1,30,Ph.D,1227000
78,2,2,8,0,40,Bachelor,825000
84,3,20,8,2,40,Ph.D,3457000
58,3,4,6,2,30,Master,1590000
70,3,16,7,2,35,Master,2670000
50,2,3,5,2,25,Master,1362000
51,4,0,5,0,25,Master,732000
84,3,13,8,2,40,Master,2391000
61,4,1,6,2,30,Master,1447000
62,1,2,6,0,30,Ph.D,1152000
52,2,14,5,2,25,Ph.D,2468000
56,4,10,6,0,30,Bachelor,1578000
51,4,8,5,1,25,Bachelor,1651000
63,2,10,6,1,30,Ph.D,2166000
73,4,9,7,0,35,Bachelor,1495000
71,4,5,7,1,35,Ph.D,1424000
78,2,7,8,0,40,Ph.D,1361000
60,3,7,6,2,30,Master,1395000
78,2,6,8,1,40,Ph.D,1531000
62,3,17,6,0,30,Master,2258000
65,2,3,7,1,35,Master,601000
50,2,11,5,0,25,Bachelor,1626000
59,4,6,6,0,30,Ph.D,1675000
63,1,18,6,1,30,Ph.D,2652000
82,4,18,8,1,40,Ph.D,2956000
56,1,10,6,2,30,Ph.D,2430000
81,4,16,8,0,40,Ph.D,2614000
56,3,20,6,1,30,Master,2500000
54,1,19,5,2,25,Bachelor,2903000
73,4,2,7,2,35,Ph.D,1998000
73,4,1,7,2,35,Master,817000
57,4,18,6,0,30,Master,2558000
70,3,6,7,0,35,Ph.D,1230000
63,2,6,6,2,30,Master,1157000
68,4,13,7,0,35,Ph.D,2652000
68,2,9,7,2,35,Bachelor,1487000
85,1,20,9,0,45,Ph.D,2664000
56,1,16,6,2,30,Ph.D,2505000
68,2,0,7,2,35,Bachelor,741000
50,2,1,5,2,25,Master,1179000
78,3,9,8,1,40,Master,1163000
61,3,10,6,1,30,Ph.D,1893000
57,1,0,6,0,30,Ph.D,1073000
65,1,5,7,2,35,Ph.D,1626000
68,3,7,7,2,35,Bachelor,1651000
82,2,2,8,1,40,Ph.D,1042000
50,2,19,5,1,25,Bachelor,1975000
51,3,13,5,0,25,Ph.D,2200000
71,3,9,7,2,35,Master,1463000
85,4,10,9,0,45,Ph.D,1800000
80,3,16,8,2,40,Master,2485000
64,4,15,6,0,30,Ph.D,2953000
52,2,4,5,2,25,Ph.D,1570000
76,1,20,8,0,40,Bachelor,2154000
73,2,4,7,2,35,Ph.D,1350000
64,1,9,6,2,30,Master,1431000
77,3,9,8,2,40,Master,1473000
63,1,15,6,2,30,Ph.D,2819000
56,3,1,6,1,30,Ph.D,921000
82,1,17,8,1,40,Bachelor,2545000
60,1,20,6,2,30,Master,3046000
73,4,12,7,0,35,Master,2290000
72,1,9,7,0,35,Bachelor,862000
75,3,14,8,2,40,Master,2339000
79,4,4,8,1,40,Bachelor,1119000
68,4,7,7,1,35,Master,1386000
69,1,19,7,0,35,Ph.D,2972000
61,1,5,6,1,30,Ph.D,1465000
78,1,20,8,1,40,Bachelor,2064000
56,1,8,6,0,30,Ph.D,1578000
75,2,16,8,2,40,Ph.D,2870000
66,1,13,7,0,35,Master,1440000
81,3,15,8,2,40,Bachelor,2324000
61,2,20,6,2,30,Ph.D,2894000
67,4,19,7,0,35,Bachelor,2382000
504,4,20,5,0,25,Master,2694000
55,4,3,6,1,30,Master,980000
71,4,2,7,0,35,Ph.D,1545000
64,3,17,6,0,30,Ph.D,2916000
60,2,5,6,0,30,Master,725000
65,3,18,7,2,35,Master,2549000
85,2,2,9,1,45,Bachelor,1060000
84,4,3,8,2,40,Bachelor,1162000
58,4,2,6,2,30,Master,1161000
66,3,13,7,0,35,Bachelor,1959000
70,4,18,7,2,35,Bachelor,3058000
51,3,17,5,1,25,Master,1821000
64,3,18,6,1,30,Master,2370000
68,3,1,7,2,35,Ph.D,1092000
59,2,8,6,1,30,Ph.D,1618000
56,4,15,6,1,30,Bachelor,2404000
66,3,0,7,0,35,Ph.D,996000
72,3,2,7,2,35,Bachelor,1111000
82,2,12,8,2,40,Ph.D,2621000
57,1,6,6,0,30,Bachelor,821000
51,1,9,5,0,25,Ph.D,1991000
64,4,11,6,1,30,Bachelor,1910000
85,1,5,9,1,45,Ph.D,1426000
66,1,5,7,1,35,Bachelor,716000
72,1,18,7,2,35,Ph.D,3034000
59,1,8,6,1,30,Bachelor,1084000
78,4,0,8,2,40,Master,840000
57,2,19,6,0,30,Ph.D,2314000
70,2,15,7,0,35,Bachelor,1864000
73,3,14,7,1,35,Master,2072000
58,4,16,6,2,30,Ph.D,2672000
58,2,8,6,1,30,Bachelor,1140000
65,1,18,7,0,35,Master,2361000
63,2,6,6,0,30,Master,1024000
67,2,6,7,0,35,Bachelor,1257000
66,4,20,7,0,35,Master,2428000
75,2,19,8,0,40,Master,2496000
79,1,3,8,1,40,Master,994000
60,2,16,6,0,30,Ph.D,2421000
84,2,4,8,2,40,Ph.D,1380000
81,4,9,8,1,40,Bachelor,1729000
76,3,15,8,1,40,,2201000
51,2,5,5,0,25,,665000
70,2,19,7,1,35,Master,2176000
64,3,1,6,0,30,Bachelor,580000
80,3,8,8,1,40,Ph.D,1519000
68,3,7,7,1,35,,1424000
55,4,0,6,2,30,Ph.D,1253000
60,2,16,6,1,30,,1911000
63,3,18,6,0,30,Bachelor,2054000
85,4,10,9,0,45,,1955000
63,2,9,6,1,30,Bachelor,1119000
50,2,16,5,0,25,Ph.D,2537000
55,2,6,6,2,30,Ph.D,2029000
81,3,13,8,2,40,Bachelor,2004000
60,1,1,6,2,30,Bachelor,549000
78,1,10,8,1,40,Master,1742000
61,1,19,6,0,30,Master,1965000
79,4,0,8,1,40,Ph.D,812000
81,2,15,8,0,40,,1859000
69,1,6,7,2,35,Ph.D,1860000
62,1,3,6,2,30,Ph.D,1633000
57,3,0,6,0,30,Ph.D,546000
85,2,6,9,2,45,Ph.D,2033000
51,4,12,5,0,25,,1742000
81,1,15,8,1,40,Master,2196000
56,1,17,6,2,30,,2087000
63,1,8,6,1,30,Ph.D,1820000
54,1,13,5,0,25,Ph.D,2062000
55,3,11,6,0,30,Master,1225000
50,4,1,5,0,25,Ph.D,1024000
72,4,2,7,0,35,Master,600000
51,4,7,5,2,25,Ph.D,2188000
50,1,12,5,2,25,Master,2136000
74,3,8,7,0,35,,1459000
62,3,7,6,1,30,Ph.D,1236000
76,1,6,8,2,40,Bachelor,1431000
82,4,4,8,0,40,Bachelor,1009000
72,4,17,7,2,35,Master,2879000
60,2,6,6,0,30,Ph.D,1050000
62,3,11,6,2,30,Master,1787000
74,4,0,7,1,35,Bachelor,468000
69,3,10,7,1,35,Ph.D,1772000
80,2,17,8,1,40,Ph.D,2931000
85,2,11,9,1,45,Master,1255000
68,2,11,7,2,35,Ph.D,2180000
58,2,8,6,2,30,Ph.D,2246000
76,1,0,8,2,40,Ph.D,940000
77,1,5,8,0,40,Ph.D,969000
51,2,8,5,2,25,Bachelor,1297000
84,3,12,8,1,40,Master,1447000
64,1,4,6,0,30,Master,406000
84,3,6,8,2,40,Ph.D,1821000
81,4,13,8,2,40,Ph.D,2663000
74,3,17,7,1,35,Ph.D,2501000
81,1,13,8,2,40,Master,2043000
51,1,2,5,1,25,Bachelor,846000
53,3,12,5,0,25,Ph.D,1949000
67,4,4,7,1,35,Master,997000
81,3,15,8,0,40,Bachelor,2081000
55,4,6,6,0,30,Bachelor,1125000
64,3,2,6,2,30,Ph.D,1308000
53,4,2,5,2,25,Bachelor,1416000
79,1,17,8,2,40,Bachelor,2715000
61,2,2,6,0,30,Master,302000
68,1,8,7,2,35,Bachelor,1820000
64,1,18,6,0,30,Master,2085000
81,2,5,8,1,40,Bachelor,1320000
